x__0,x__1,x__2,label
0.012000,0.004000,0.992000,front
0.016000,0.008000,0.996000,front
0.008000,0.004000,0.992000,front
0.008000,0.004000,0.996000,front
0.020000,0.008000,0.996000,front
0.012000,0.004000,0.996000,front
0.016000,0.008000,0.992000,front
0.016000,0.000000,0.996000,front
0.012000,0.012000,0.996000,front
0.016000,0.004000,0.992000,front
0.016000,0.012000,0.996000,front
0.012000,0.004000,0.992000,front
0.016000,0.004000,0.996000,front
0.012000,0.004000,1.000000,front
0.008000,0.012000,1.000000,front
0.012000,0.008000,1.000000,front
0.020000,0.008000,1.000000,front
0.016000,0.008000,1.000000,front
0.012000,0.008000,0.996000,front
0.008000,0.008000,0.996000,front
0.012000,0.004000,1.000000,front
0.012000,0.008000,0.992000,front
0.012000,0.016000,0.996000,front
0.012000,0.004000,0.996000,front
0.012000,0.016000,1.000000,front
0.016000,0.000000,0.996000,front
0.008000,0.008000,1.000000,front
0.012000,0.008000,0.988000,front
0.012000,0.004000,0.996000,front
0.016000,0.008000,0.996000,front
0.008000,0.008000,1.004000,front
0.008000,0.008000,0.996000,front
0.012000,0.004000,1.000000,front
0.008000,0.004000,0.984000,front
0.004000,0.008000,0.996000,front
0.012000,0.004000,0.996000,front
0.020000,0.008000,0.996000,front
0.008000,0.008000,0.996000,front
0.016000,0.000000,0.996000,front
0.008000,0.008000,1.000000,front
0.012000,0.016000,1.004000,front
0.008000,0.008000,0.996000,front
0.016000,0.004000,0.996000,front
0.008000,0.008000,0.992000,front
0.012000,0.008000,0.992000,front
0.008000,0.012000,1.000000,front
0.008000,0.004000,0.996000,front
0.012000,0.008000,0.992000,front
0.012000,0.008000,0.996000,front
0.016000,0.008000,0.996000,front
0.008000,0.004000,0.996000,front
0.008000,0.012000,0.996000,front
0.008000,0.008000,0.992000,front
0.016000,0.004000,1.000000,front
0.016000,0.012000,1.000000,front
0.008000,0.000000,0.996000,front
0.016000,0.012000,0.996000,front
0.012000,0.004000,0.992000,front
0.016000,0.000000,0.992000,front
0.012000,0.004000,0.992000,front
0.008000,0.008000,0.996000,front
0.020000,0.008000,1.000000,front
0.012000,0.008000,1.000000,front
0.016000,0.008000,1.004000,front
0.012000,0.012000,1.000000,front
0.012000,0.004000,0.996000,front
0.016000,0.004000,1.000000,front
0.020000,0.012000,0.996000,front
0.012000,0.004000,1.004000,front
0.008000,0.004000,0.996000,front
0.020000,0.000000,0.996000,front
0.008000,0.012000,0.996000,front
0.012000,0.012000,0.992000,front
0.020000,0.012000,1.000000,front
0.016000,0.004000,1.000000,front
0.020000,0.008000,0.996000,front
0.012000,0.004000,0.996000,front
0.008000,0.008000,0.996000,front
0.008000,0.004000,0.992000,front
0.020000,0.000000,1.000000,front
0.012000,0.004000,1.000000,front
0.008000,0.000000,0.992000,front
0.008000,0.008000,0.996000,front
0.020000,0.004000,0.992000,front
0.016000,0.004000,0.996000,front
0.008000,0.004000,0.996000,front
0.012000,0.008000,0.996000,front
0.012000,0.004000,0.996000,front
0.016000,0.004000,1.000000,front
0.016000,0.004000,1.000000,front
0.012000,0.012000,0.996000,front
0.004000,0.000000,0.996000,front
0.012000,0.004000,0.996000,front
0.012000,0.012000,0.996000,front
0.012000,0.004000,1.000000,front
0.016000,0.008000,0.996000,front
0.016000,0.008000,0.996000,front
0.012000,0.004000,0.992000,front
0.016000,0.012000,1.004000,front
0.012000,0.000000,1.000000,front
0.016000,0.008000,1.000000,front
0.016000,0.008000,0.996000,front
0.016000,0.008000,1.004000,front
0.012000,0.008000,0.992000,front
0.016000,0.008000,1.000000,front
0.016000,0.008000,1.000000,front
0.012000,0.016000,1.000000,front
0.016000,0.000000,1.004000,front
0.008000,0.000000,1.000000,front
0.012000,0.004000,0.996000,front
0.016000,0.012000,0.996000,front
0.020000,0.004000,0.992000,front
0.016000,0.012000,0.996000,front
0.008000,0.000000,1.000000,front
0.008000,0.004000,0.996000,front
0.012000,0.008000,0.996000,front
0.008000,0.004000,0.988000,front
0.012000,0.004000,0.988000,front
0.012000,0.000000,1.000000,front
0.012000,0.004000,0.996000,front
0.012000,0.004000,1.004000,front
0.008000,0.008000,0.996000,front
0.020000,0.012000,1.000000,front
0.008000,0.004000,0.992000,front
0.012000,0.008000,0.996000,front
0.012000,0.004000,0.996000,front
0.012000,0.004000,0.992000,front
0.012000,0.004000,0.996000,front
0.016000,0.004000,0.992000,front
0.008000,0.008000,0.996000,front
0.012000,0.008000,0.996000,front
0.016000,0.000000,1.000000,front
0.008000,0.004000,0.996000,front
0.016000,0.004000,1.004000,front
0.016000,0.008000,0.996000,front
0.016000,0.008000,1.000000,front
0.012000,0.000000,1.000000,front
0.012000,0.008000,0.996000,front
0.020000,0.000000,0.996000,front
0.016000,0.012000,0.996000,front
0.012000,0.004000,0.996000,front
0.020000,0.008000,0.992000,front
0.004000,0.000000,1.004000,front
0.008000,0.008000,1.000000,front
0.016000,0.004000,0.996000,front
0.008000,0.008000,0.996000,front
0.016000,0.004000,0.996000,front
0.012000,0.012000,1.000000,front
0.016000,0.004000,1.000000,front
0.012000,0.008000,0.996000,front
0.020000,0.008000,0.996000,front
0.016000,0.008000,0.996000,front
0.012000,0.008000,1.000000,front
0.016000,0.012000,1.000000,front
0.024000,0.008000,0.996000,front
0.016000,0.004000,0.996000,front
0.012000,0.012000,0.992000,front
0.016000,0.008000,0.992000,front
0.016000,0.012000,1.004000,front
0.016000,0.008000,0.992000,front
0.020000,0.008000,0.988000,front
0.012000,0.000000,0.996000,front
0.008000,0.008000,0.992000,front
0.008000,0.008000,0.996000,front
0.012000,0.008000,0.992000,front
0.012000,0.004000,0.992000,front
0.012000,0.000000,1.000000,front
0.016000,0.012000,1.000000,front
0.012000,0.008000,1.004000,front
0.016000,0.000000,1.000000,front
0.016000,0.000000,1.000000,front
0.016000,0.004000,0.992000,front
0.016000,0.008000,0.996000,front
0.012000,0.012000,0.992000,front
0.004000,0.008000,1.000000,front
0.008000,0.012000,0.996000,front
0.012000,0.004000,0.996000,front
0.012000,0.012000,1.000000,front
0.004000,0.008000,0.992000,front
0.012000,0.004000,0.996000,front
0.008000,0.008000,0.996000,front
0.012000,0.000000,1.000000,front
0.012000,0.008000,0.996000,front
0.004000,0.012000,0.996000,front
0.020000,0.004000,1.000000,front
0.012000,0.000000,0.996000,front
0.012000,0.000000,0.992000,front
0.012000,0.004000,0.992000,front
0.012000,0.004000,0.996000,front
0.020000,0.004000,0.992000,front
0.016000,0.008000,0.996000,front
0.016000,0.004000,0.996000,front
0.012000,0.012000,0.992000,front
0.012000,0.004000,1.000000,front
0.016000,0.008000,0.992000,front
0.012000,0.008000,0.996000,front
0.012000,0.008000,0.996000,front
0.016000,0.012000,1.000000,front
0.012000,0.016000,0.996000,front
0.016000,0.004000,0.996000,front
0.016000,0.008000,0.992000,front
0.016000,0.008000,0.996000,front
0.016000,0.008000,0.992000,front
0.012000,0.008000,1.000000,front
0.012000,0.004000,0.996000,front
0.016000,0.008000,0.996000,front
0.020000,0.004000,0.996000,front
0.012000,0.008000,1.000000,front
0.012000,0.008000,0.992000,front
0.016000,0.004000,0.992000,front
0.004000,0.004000,0.996000,front
0.012000,0.012000,0.996000,front
0.012000,0.012000,0.996000,front
0.012000,0.012000,0.996000,front
0.012000,0.000000,0.992000,front
0.012000,0.000000,0.996000,front
0.008000,0.004000,0.996000,front
0.016000,0.004000,0.996000,front
0.012000,0.004000,0.996000,front
0.008000,0.008000,0.996000,front
0.016000,0.000000,0.996000,front
0.016000,0.004000,0.996000,front
0.016000,0.004000,0.996000,front
0.012000,0.004000,0.992000,front
0.008000,0.012000,1.012000,front
0.012000,0.008000,0.996000,front
0.012000,0.000000,0.992000,front
0.016000,0.008000,0.996000,front
0.016000,0.008000,0.996000,front
0.012000,0.012000,1.000000,front
0.008000,0.004000,0.996000,front
0.012000,0.008000,1.000000,front
0.008000,0.004000,1.000000,front
0.016000,0.004000,0.992000,front
0.012000,0.012000,0.996000,front
0.012000,0.004000,1.000000,front
0.012000,0.012000,0.988000,front
0.008000,0.004000,0.992000,front
0.012000,0.008000,1.000000,front
0.016000,0.008000,0.996000,front
0.008000,0.004000,0.992000,front
0.016000,0.004000,1.000000,front
0.008000,0.008000,1.000000,front
0.012000,0.012000,0.992000,front
0.012000,0.008000,0.996000,front
0.016000,0.004000,0.996000,front
0.012000,0.012000,1.000000,front
0.012000,0.008000,1.000000,front
0.008000,0.008000,1.000000,front
0.016000,0.004000,0.992000,front
0.016000,0.004000,1.000000,front
0.012000,0.008000,0.996000,front
0.008000,0.004000,0.996000,front
0.004000,0.004000,0.988000,front
0.008000,0.008000,1.000000,front
0.008000,0.008000,0.996000,front
0.008000,0.004000,0.996000,front
0.008000,0.000000,0.996000,front
0.016000,0.012000,1.000000,front
0.016000,0.012000,1.004000,front
0.008000,0.008000,0.996000,front
0.012000,0.004000,1.000000,front
0.012000,0.008000,0.992000,front
0.012000,0.004000,0.996000,front
0.016000,0.008000,1.004000,front
0.008000,0.008000,1.000000,front
0.016000,0.008000,0.992000,front
0.008000,0.008000,0.992000,front
0.016000,0.012000,0.996000,front
0.020000,0.004000,0.996000,front
0.008000,0.008000,1.000000,front
0.016000,0.004000,0.996000,front
0.012000,0.004000,0.996000,front
0.012000,0.008000,0.992000,front
0.016000,0.008000,0.996000,front
0.008000,0.004000,0.996000,front
0.020000,0.008000,1.004000,front
0.008000,0.008000,0.996000,front
0.012000,0.004000,1.000000,front
0.008000,0.004000,0.992000,front
0.012000,0.012000,1.000000,front
0.012000,0.008000,0.992000,front
0.008000,0.004000,0.992000,front
0.012000,0.004000,1.000000,front
0.024000,0.008000,0.996000,front
0.024000,0.008000,1.000000,front
0.012000,0.012000,0.996000,front
0.008000,0.016000,0.992000,front
0.012000,0.004000,0.996000,front
0.020000,0.008000,0.996000,front
0.008000,0.004000,0.992000,front
0.012000,0.008000,0.992000,front
0.012000,0.004000,0.996000,front
0.012000,0.012000,0.992000,front
0.012000,0.004000,1.000000,front
0.020000,0.004000,1.000000,front
0.016000,0.004000,0.996000,front
0.012000,0.004000,0.992000,front
0.008000,0.008000,0.992000,front
0.008000,0.008000,1.000000,front
0.016000,0.004000,0.996000,front
0.012000,0.012000,0.996000,front
0.012000,0.004000,0.996000,front
0.012000,0.004000,1.004000,front
0.012000,0.012000,0.996000,front
0.008000,0.008000,0.988000,front
0.016000,0.004000,0.992000,front
0.016000,0.004000,1.000000,front
0.008000,0.012000,0.988000,front
0.012000,0.004000,0.996000,front
0.008000,0.008000,0.996000,front
0.016000,0.004000,1.000000,front
0.008000,0.004000,0.996000,front
0.016000,0.004000,1.000000,front
0.012000,0.012000,1.000000,front
0.016000,0.000000,0.992000,front
0.012000,0.012000,1.000000,front
0.012000,0.012000,0.996000,front
0.012000,0.000000,0.996000,front
0.012000,0.004000,1.004000,front
0.016000,0.004000,0.996000,front
0.008000,0.008000,0.996000,front
0.016000,0.012000,0.996000,front
0.016000,0.008000,0.992000,front
0.012000,0.012000,0.996000,front
0.016000,0.008000,0.992000,front
0.012000,0.004000,0.996000,front
0.020000,0.004000,1.000000,front
0.012000,0.004000,1.000000,front
0.012000,0.004000,1.000000,front
0.012000,0.008000,0.996000,front
0.008000,0.012000,0.996000,front
0.016000,0.004000,1.000000,front
